dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
1705489200,3,3631.59,44.7,52.78,0.15,30.28,49.02,70.71,13.68
1705492800,4,3738.4,46.04,47.98,0,29.09,56.94,86.08,15.96
1705496400,4,3524.78,43.36,42.16,0,28.37,64.31,104.39,18.75
1705500000,4,3070.83,36.21,34.62,0,25.27,63.19,109.32,18.49
1705503600,4,2563.48,29.5,26.39,0,20.98,55.94,100.66,16.72
1705507200,3,2296.45,27.49,21.08,0,18.12,46.16,84.83,13.68
1705510800,3,1976.01,25.7,18.16,0,15.02,33.52,63.34,9.12
1705514400,3,1548.77,19.22,15.59,0,12.16,26.46,51.16,7.35
1705518000,2,1134.87,11.96,13.37,0.04,9.89,21.73,42.49,6.65
1705521600,2,907.9,7.93,12.17,0.12,8.82,18.78,36.28,6.4
1705525200,2,841.14,6.98,12.17,0.15,9.06,18.34,34.45,6.4
1705528800,2,907.9,8.83,12.68,0.08,10.25,19.52,36.1,6.71
1705532400,2,1108.17,12.85,13.71,0.03,12.04,21.91,39.9,7.73
1705536000,3,1949.31,27.94,16.11,0.27,17.88,34.18,58.45,11.78
1705539600,3,2937.32,47.39,19.88,0.75,24.32,43.45,71.22,14.19
1705543200,3,2937.32,47.83,22.28,1.45,25.51,42.54,72.16,15.45
1705546800,3,2243.04,31.74,23.99,3.08,22.41,34.88,63.34,15.2
1705550400,2,1068.12,6.93,19.02,9.39,10.49,13.13,24.56,7.09
1705554000,1,867.84,3.44,15.77,19.49,8.11,8.86,15.68,5.13
1705557600,1,867.84,3.58,14.91,24.32,7.75,8.02,13.79,4.56
1705561200,2,1041.41,5.59,18.68,21.1,9.78,10.05,16.92,5.45
1705564800,2,1295.09,8.61,23.65,13.59,12.28,13.19,21.58,6.65
1705568400,2,1575.47,13.41,26.05,6.35,14.07,16.01,25.45,7.03
1705572000,2,2136.23,25.7,27.08,2.28,17.64,20.98,32.74,7.79
1705575600,3,2510.07,35.76,24.33,0.27,19.55,25.42,40.21,8.99
1705579200,3,2296.45,31.74,21.42,0,17.88,28.62,46.56,10.13
1705582800,3,2243.04,29.5,20.22,0,17.88,35.6,58.43,11.65
1705586400,3,2189.64,26.82,20.22,0,17.17,40.71,67.97,11.91
1705590000,3,2082.82,23.47,20.73,0.01,15.97,43.23,73.06,11.4
1705593600,3,1895.9,19,22.28,0.03,14.42,37.56,66.23,9.5
1705597200,2,1361.85,9.05,23.31,0.58,10.61,23.19,42.55,5.83
1705600800,2,881.2,1.06,19.54,9.48,7.63,14.93,26.14,4.31
1705604400,2,620.84,0.02,12.17,27.18,5.42,10.34,16.19,2.98
1705608000,1,574.11,0.01,10.88,29.33,5.07,9.53,14.38,2.69
1705611600,1,567.44,0.02,11.14,26.46,5.3,9.57,14.48,2.69
1705615200,1,594.14,0.06,13.02,21.99,5.96,9.98,14.94,2.69
1705618800,2,714.3,0.27,17.48,15.91,7.09,11.8,17.8,3.17
1705622400,2,1335.14,5.59,28.1,2.86,11.44,21.53,32.37,5.51
1705626000,3,2483.37,29.5,29.82,0.18,18.6,35.16,50.77,7.6
1705629600,3,3017.43,42.02,28.45,0.6,21.46,42.41,61.29,8.36
1705633200,3,2803.8,37.1,28.1,3.04,20.27,43.46,64.19,8.61
1705636800,3,2323.15,22.35,32.56,12.16,17.64,38.57,57.69,7.85
1705640400,3,1842.5,10.51,34.27,20.92,15.74,30.63,45.44,6.97
1705644000,2,1548.77,5.87,30.5,27.18,13.95,23.34,34.07,5.95
1705647600,2,1161.58,3.35,22.62,29.68,9.78,14.91,22.02,4.56
1705651200,2,1321.79,4.19,26.39,23.6,10.97,16.22,23.8,5.07
1705654800,2,1642.23,6.93,32.9,13.77,12.99,19.65,28.28,5.57
1705658400,2,2162.93,16.99,35.99,4.29,16.21,23.75,34.13,6.27
1705662000,3,2376.56,25.93,32.22,0.51,17.64,26.51,39.09,6.97
1705665600,3,2082.82,23.02,26.39,0.02,15.74,27.57,42.95,7.73
1705669200,3,1842.5,19,22.96,0.03,14.66,29.5,48.37,8.74
1705672800,3,1588.82,13.97,20.91,0.09,12.87,28.13,48.17,8.36
1705676400,3,1415.25,10.51,20.05,0.26,11.56,26.31,46.11,7.98
1705680000,2,1308.44,8.61,20.05,0.49,10.85,22.06,40.94,7.03
1705683600,2,1068.12,5.25,19.88,1.34,9.3,15.01,30.63,5.26
1705687200,2,754.36,1.01,15.94,6.88,6.79,10.23,22.13,4.43
1705690800,1,574.11,0.15,11.14,14.84,5.19,7.7,16.94,4.31
1705694400,1,500.68,0.06,9.25,18.95,4.77,6.49,14.14,4.18
1705698000,1,473.98,0.05,8.74,20.38,4.71,5.8,12.86,4.18
1705701600,1,480.65,0.06,9.51,20.21,5.13,5.63,12.62,4.24
1705705200,1,554.08,0.13,11.65,17.7,5.84,6.44,14.06,4.69
1705708800,2,907.9,1.69,19.19,8.85,8.46,11.21,22.31,6.59
1705712400,2,1441.96,10.62,22.62,4.34,12.76,16.27,31.43,8.49
1705716000,2,1468.66,12.74,21.08,7.87,13.47,16.07,32.73,9.12
1705719600,2,1148.22,6.82,18.68,21.82,11.32,13.38,28.4,8.61
1705723200,1,707.63,2.49,10.62,42.2,6.26,7.72,16.03,5.19
1705726800,1,627.52,2.21,8.48,50.07,5.36,6.2,11.87,4.05
1705730400,1,627.52,2.35,8.05,54.36,5.13,5.62,10.41,3.67
1705734000,1,654.22,2.82,8.48,52.93,5.3,5.45,10.24,3.7
1705737600,1,741,3.63,10.37,49.35,6.38,6.26,11.81,4.24
1705741200,1,867.84,4.86,13.19,42.2,7.45,7.1,13.39,4.81
1705744800,1,1241.68,8.27,20.73,28.25,10.61,9.83,18.39,6.4
1705748400,2,1562.12,10.39,28.79,10.1,13.11,13.37,25.89,8.99
1705752000,2,1548.77,9.16,28.45,0.76,13.11,16.81,33.53,11.78
1705755600,2,1588.82,10.62,26.05,0.35,13.59,22.22,44.78,14.95
1705759200,3,1535.42,10.51,23.31,0.27,12.99,25.28,52.15,15.45
1705762800,3,1468.66,10.28,20.91,0.27,12.16,26.74,55.98,14.06
1705766400,3,1441.96,11.06,19.36,0.2,11.21,25.03,53.35,11.27
1705770000,2,1241.68,9.72,17.99,0.23,9.3,18.73,42.39,7.66
1705773600,2,974.66,5.76,16.45,0.61,7.63,15.46,35.08,6.27
1705777200,2,754.36,2.37,14.39,2.15,6.26,13.39,29.94,5.64
1705780800,2,654.22,1.23,13.19,3.76,5.96,12.43,27.2,5.45
1705784400,2,627.52,1.13,13.02,3.84,6.2,12.48,26.75,5.38
1705788000,2,660.9,1.84,13.71,2.62,6.97,12.94,27.39,5.57
1705791600,2,754.36,3.63,14.22,1.33,7.87,13.58,28.09,6.21
1705795200,2,1188.28,11.73,14.57,1.7,10.85,19.05,36.51,8.49
1705798800,2,1682.28,21.9,16.45,4.16,14.42,23.06,42,9.63
1705802400,2,1708.98,20.56,20.22,5.81,15.26,22.7,41.94,10.13
1705806000,2,1401.9,9.95,23.65,6.62,13.95,18.05,33.41,9.37
1705809600,1,734.33,0.46,15.08,17.17,6.68,7.45,13.63,4.62
1705813200,1,654.22,0.37,13.54,19.13,5.84,5.77,10.13,3.74
1705816800,1,680.92,0.56,14.39,18.06,6.02,5.53,9.46,3.58
1705820400,1,700.95,0.75,14.91,16.99,5.96,5.48,9.34,3.61
1705824000,1,720.98,1.03,15.94,13.95,6.26,5.42,9.39,3.67
1705827600,1,761.03,1.77,16.79,10.64,6.56,5.49,9.58,3.74
1705831200,1,1081.47,6.82,21.25,5.05,9.78,8.44,15.32,5.57
1705834800,2,1335.14,12.41,21.08,1.3,11.8,11.48,21.63,7.41
1705838400,2,1281.74,12.18,18.16,0.17,11.21,13.64,26.59,8.61
1705842000,2,1228.33,11.29,16.28,0.16,10.97,16.29,32.62,9.63
1705845600,2,1108.17,8.94,15.08,0.3,10.13,16.61,35.04,9.37
1705849200,2,1028.06,6.87,14.57,0.6,9.18,16.26,34.7,8.74
1705852800,2,961.3,5.92,14.39,0.83,8.34,13.96,30.08,7.41
1705856400,2,801.09,4.14,13.37,1.34,7.09,9.45,21.41,5.26
1705860000,1,680.92,2.91,12.68,1.99,7.21,8.59,18.71,5.13
1705863600,1,574.11,1.65,11.48,3.35,6.79,8.01,17.42,4.94
1705867200,1,527.38,1.1,10.97,4.56,6.5,7.76,16.69,4.81
1705870800,1,514.03,1.05,11.14,4.74,6.56,7.82,16.61,4.69
1705874400,1,547.41,1.47,12,3.84,7.15,8.22,17.23,4.75
1705878000,1,654.22,2.85,13.37,2.28,8.23,9.48,19.64,5.45
1705881600,2,1188.28,12.41,14.91,1.34,12.28,17.38,33.23,8.61
1705885200,3,2029.42,29.06,18.16,1.06,18.36,26.78,48.22,11.4
1705888800,3,2189.64,33.08,18.85,1.63,20.5,28.33,52.8,12.67
1705892400,3,1895.9,26.15,19.88,3.71,20.5,25.66,50.36,13.05
1705896000,2,974.66,6.71,16.11,12.7,9.89,10.85,21.47,6.71
1705899600,1,807.76,4.25,13.88,17.7,7.99,7.8,14.82,5.32
1705903200,1,821.11,4.47,13.88,19.67,7.87,7.13,13.34,5
1705906800,1,961.3,6.54,15.94,20.92,9.54,8.52,16.25,5.95
1705910400,2,1281.74,9.83,22.28,15.56,12.99,12.27,23.18,8.11
1705914000,2,1668.93,14.53,27.76,8.85,15.97,16.22,29.62,10.01
1705917600,2,2136.23,24.14,29.13,3.04,19.07,19.66,35.21,11.4
1705921200,2,2189.64,28.39,24.33,0.47,19.31,20.42,37.9,12.29
1705924800,2,1842.5,23.02,19.54,0.01,16.69,20.87,41.24,13.55
1705928400,2,1588.82,18.55,17.31,0.02,15.5,22.59,46.61,15.07
1705932000,2,1375.2,14.31,15.59,0.06,13.95,22.3,48.33,14.82
1705935600,2,1214.98,11.51,14.39,0.13,12.4,21.25,47.16,13.81
1705939200,2,1121.52,10.39,13.71,0.18,11.09,18.23,41.71,11.4
1705942800,2,947.95,8.61,13.19,0.24,9.54,13.22,32.1,8.49
1705946400,2,754.36,5.64,12.68,0.54,8.46,10.77,25.75,7.35
1705950000,2,600.81,2.79,11.65,1.77,7.15,8.81,21.1,6.65
1705953600,1,514.03,1.31,10.54,3.93,6.38,7.28,17.42,6.02
1705957200,1,467.3,0.83,9.68,5.81,6.02,6.45,15.16,5.38
1705960800,1,494,1.09,10.54,5.19,6.62,6.8,15.31,5.32
1705964400,1,627.52,2.88,12.34,2.3,8.11,9,19.17,6.21
1705968000,2,1228.33,14.08,13.71,0.53,12.76,18.29,34.76,9.75
1705971600,3,2189.64,34.42,15.77,0.87,20.03,29.47,54.24,13.43
1705975200,3,2243.04,35.32,17.31,1.88,21.46,30.02,59.13,14.57
1705978800,3,1735.69,22.58,19.71,5.54,18.36,24.42,51.82,13.68
1705982400,2,921.25,6.26,15.59,14.66,9.78,10.63,22.58,7.03
1705986000,1,821.11,4.69,15.08,15.38,9.18,8.27,16.93,5.83
1705989600,1,854.49,4.75,16.96,13.95,9.78,7.99,15.94,5.64
1705993200,1,921.25,6.82,16.28,17.7,10.73,8.45,17.09,6.02
1705996800,1,1001.36,8.83,17.14,20.38,12.16,9.26,18.72,6.46
1706000400,2,1134.87,11.62,18.34,19.13,13.71,10.17,20.09,6.9
1706004000,2,1682.28,20.79,24.33,10.01,18.12,14.62,26.76,8.74
1706007600,2,2456.67,36.21,27.08,1.41,23.37,23.18,41.15,12.79
1706011200,3,2643.59,40.23,24.33,0,24.32,31.84,58.21,17.23
1706014800,4,3524.78,54.09,26.05,0,29.33,57.89,101.73,25.84
1706018400,5,4165.65,63.48,26.05,0,31.47,83.87,148.21,30.65
1706022000,5,4165.65,61.69,23.99,0,29.8,96.21,172.67,30.15
1706025600,5,3791.81,55.88,21.76,0,25.51,85.53,160.14,23.81
1706029200,4,2723.69,40.23,18.85,0,18.12,53.52,109.05,13.93
1706032800,3,1602.17,21.01,15.77,0.01,11.92,30.7,66.2,9.12
1706036400,2,747.68,5.14,13.37,0.76,7.99,13.61,30.7,6.27
1706040000,2,607.49,2.46,12.51,2.01,7.27,10.94,24.31,5.7
1706043600,2,560.76,1.9,12.34,2.7,7.45,10.17,22.61,5.64
1706047200,2,580.79,2.37,12.85,2.28,8.23,10.17,22.41,5.7
1706050800,2,687.6,4.02,13.71,1.31,9.3,11.18,23.73,6.21
1706054400,2,1241.68,13.86,15.42,0.5,13.35,18.99,36.1,9.12
1706058000,3,2082.82,31.29,17.65,1.2,19.07,27.43,47.84,11.15
1706061600,3,2269.74,34.87,19.54,2.48,21.22,27.77,48.82,12.03
1706065200,2,2002.72,27.05,18.85,4.6,20.74,23.34,42.22,11.4
1706068800,2,1014.71,6.43,17.31,12.87,9.78,11.55,20.74,6.4
1706072400,1,827.79,2.88,16.11,15.56,7.87,8.4,14.68,5
1706076000,1,821.11,1.75,17.82,13.05,7.87,7.46,12.9,4.5
1706079600,1,814.44,1.84,17.82,12.16,7.63,6.74,12.07,4.37
1706083200,1,834.47,2.91,16.96,14.13,7.75,6.53,11.85,4.43
1706086800,1,907.9,3.86,17.82,14.31,8.23,6.78,12.21,4.56
1706090400,2,1401.9,10.84,24.68,7.87,13.11,11.16,19.43,6.65
1706094000,2,2056.12,23.69,27.76,1.56,18.6,19.1,33.2,10.51
1706097600,3,2216.34,28.39,23.99,0.01,19.31,26.01,46.53,14.19
1706101200,3,2590.18,36.21,22.28,0,22.17,40.73,72.44,19.25
1706104800,4,2883.91,40.23,22.96,0,24.08,54.64,97.55,22.29
1706108400,4,2883.91,38.44,23.31,0,23.6,60.96,107.64,21.79
1706112000,4,2937.32,40.23,23.65,0,23.13,61.39,106.76,18.75
1706115600,4,2857.21,42.47,23.65,0,21.46,54.48,95.74,14.06
1706119200,4,2857.21,44.26,22.62,0,21.7,60.44,106.88,14.82
1706122800,5,3097.53,50.51,21.25,0,22.41,80.49,142.31,18.49
1706126400,5,3738.4,63.48,19.36,0,23.6,115.44,198.67,22.8
1706130000,5,4699.71,84.04,18.34,0,26.94,165.09,273.42,28.88
1706133600,5,6034.85,118.02,19.54,0,31.95,226.7,357.32,33.44
1706137200,5,6942.75,139.47,21.08,0,34.33,254.2,390.38,30.15
1706140800,5,7797.24,153.78,25.02,0.07,42.92,245.92,374.72,30.15
1706144400,5,6942.75,139.47,31.87,0.76,51.5,168.66,256.63,26.85
1706148000,5,7690.43,135.9,51.41,3.84,57.7,154.7,237.17,30.15
1706151600,5,6835.94,71.53,109.67,33.97,55.79,151.07,229.94,32.17
1706155200,4,2002.72,8.61,39.76,87.98,20.5,51.79,79.72,12.29
1706158800,3,1201.63,2.91,21.76,105.86,14.66,41.88,59.29,8.61
1706162400,3,1094.82,2.21,21.93,101.57,15.5,36.98,51.37,7.6
1706166000,3,1041.41,2.26,22.28,81.54,15.26,27.77,38.91,6.52
1706169600,2,1028.06,2.57,22.28,67.95,14.42,22.42,31.71,6.08
1706173200,2,1094.82,2.88,25.02,57.22,14.54,20.15,28.81,6.02
1706176800,2,1588.82,4.69,40.1,36.84,18.6,23.7,34.32,7.66
1706180400,3,2376.56,8.16,62.38,10.82,24.8,33.08,49.06,11.02
1706184000,3,2510.07,12.74,61.01,0.41,25.75,38.91,60.93,13.81
1706187600,4,3311.16,31.29,54.15,0.02,30.04,60.52,95.59,18.49
1706191200,5,4646.3,56.33,51.41,0,36.72,99.68,153.88,23.56
1706194800,5,5821.23,77.78,49.35,0,42.92,142.66,214.56,30.4
1706198400,5,6462.1,92.09,47.98,0,47.21,158.24,233.88,30.91
1706202000,5,5767.82,88.51,45.24,0,42.92,133.27,193.11,20.27
1706205600,5,4592.9,71.53,43.87,0,38.62,111.38,158.24,14.57
1706209200,5,4058.84,64.37,41.81,0,35.29,112.17,158.15,13.3
1706212800,5,4165.65,66.16,38.04,0,31.47,131.32,185.25,14.31
1706216400,5,4112.24,64.37,34.62,0,29.56,147.61,210.44,15.71
1706220000,5,4112.24,64.37,32.22,0,28.85,162.02,232.36,16.21
1706223600,5,4806.52,76,33.24,0,31.47,187.25,265.09,16.72
1706227200,5,7156.37,123.38,41.13,0.01,48.16,244.02,335.84,23.05
1706230800,5,6355.29,128.75,52.78,0.06,67.71,191.06,254.91,22.55
1706234400,5,7049.56,150.2,54.84,0.06,73.43,175.54,235.58,24.83
1706238000,5,6034.85,134.11,47.98,0.04,66.76,133.81,187.69,23.56
1706241600,4,2937.32,64.37,36.67,0.43,46.25,58.34,85.56,12.29
1706245200,3,1495.36,21.68,37.36,3.89,33.86,30.76,45.04,6.9
1706248800,2,1134.87,6.37,37.7,20.92,28.13,24.5,34.26,4.94
1706252400,2,974.66,2.6,28.79,53.64,23.37,21.68,29.46,3.93
1706256000,2,974.66,2.63,25.36,64.37,21.46,19.39,27.17,3.86
1706259600,2,1041.41,3.97,26.05,49.35,20.74,15.82,23.71,3.99
1706263200,2,1281.74,6.93,31.53,28.97,21.93,14.95,23.32,4.5
1706266800,2,1548.77,6.93,40.78,12.16,24.08,17.22,27.11,5.51
1706270400,2,1588.82,4.47,44.55,2.79,24.8,20.66,33.35,7.22
1706274000,3,1762.39,9.5,45.24,0.7,30.52,27.87,44.66,9.88
1706277600,3,1895.9,16.99,42.5,0.04,37.19,34.78,55.59,11.15
1706281200,3,1842.5,20.56,39.07,0.01,39.58,37.22,59.21,10.89
1706284800,3,2136.23,28.39,36.67,0,39.58,42.89,67.17,10.64
1706288400,3,2616.88,38.89,34.27,0,36.24,49.25,75.34,8.99
1706292000,4,2670.29,38.89,30.85,0,28.13,53.55,79.81,7.54
1706295600,4,2323.15,28.16,29.47,0,19.07,53.4,79.84,6.78
1706299200,4,1976.01,19.67,28.45,0,14.19,51.24,76.49,6.14
1706302800,4,1735.69,16.54,26.39,0.01,12.64,50.26,73.62,5.7
1706306400,4,1668.93,17.88,23.99,0,12.87,51.09,73.49,5.45
1706310000,4,1842.5,23.69,21.76,0,14.66,54.35,78.37,6.27
1706313600,5,3257.75,50.96,22.96,0.38,23.37,79.91,114.86,11.78
1706317200,5,6408.69,106.39,39.41,2.12,40.53,130.25,181.49,17.99
1706320800,5,8438.11,125.17,75.4,4.43,51.02,164.68,223.37,19.76
1706324400,5,7263.18,79.57,101.45,6.79,47.68,152.92,204.63,17.99
1706328000,4,2616.88,8.72,68.55,13.59,26.94,58.04,79.27,8.36
1706331600,3,1895.9,4.64,53.47,20.03,24.8,41.22,58.98,7.6
1706335200,3,1548.77,3.58,46.61,28.61,25.75,32.54,47.51,6.71
1706338800,2,1161.58,1.66,33.24,46.49,21.7,22.57,33.12,5
1706342400,2,1001.36,0.79,27.08,57.22,18.36,17.05,25.16,4.18
1706346000,2,1014.71,0.65,28.1,54.36,18.12,14.93,22.05,3.89
1706349600,3,2296.45,5.36,59.63,20.74,25.75,29.1,41.55,7.35
1706353200,4,4325.87,34.42,72.66,1.04,34.81,56.18,79.11,11.65
1706356800,5,5287.17,55.43,67.17,0,36.24,82.27,117.29,15.07
1706360400,5,8010.86,104.61,68.55,0,46.25,163.18,232.16,24.57
1706364000,5,10894.78,153.78,68.55,0,52.45,264.52,379.12,32.17
1706367600,5,11856.08,166.3,67.86,0,53.88,330.55,481.47,39.01
1706371200,5,11322.02,159.14,65.8,0,52.93,338.61,502.57,39.01
1706374800,5,9613.04,135.9,62.38,0,42.92,285.39,430.72,24.32
1706378400,5,7370,102.82,56.89,0,33.86,232.25,351.52,16.47
1706382000,5,5393.98,67.95,50.72,0,27.18,192.81,287.87,13.93
1706385600,5,4646.3,55.43,42.84,0,23.13,192.29,284.55,16.21
1706389200,5,4699.71,56.33,36.67,0,22.17,216.12,318.6,22.04
1706392800,5,5233.76,66.16,33.24,0,25.75,242.25,342.86,27.11
1706396400,5,5661.01,75.1,32.22,0,28.37,249.68,329.79,25.33
1706400000,5,7583.62,109.97,38.73,0.03,41.01,280.89,357.27,29.64
1706403600,5,9613.04,155.57,56.21,0.23,56.27,287.81,355.81,25.59
1706407200,5,11001.59,180.6,69.23,0.56,61.99,283.18,348.39,21.28
1706410800,5,9399.41,144.84,78.14,1.22,57.22,237.26,295.02,18.24
1706414400,5,3524.78,38,63.06,0.83,36.72,88.63,113.83,9.5
1706418000,3,1976.01,15.2,47.98,2.35,28.85,42.29,57.99,7.03
1706421600,2,1335.14,6.65,38.04,8.14,25.51,21.72,31.85,5.19
1706425200,2,881.2,1.54,23.31,34.69,15.5,10.26,16.46,3.42
1706428800,1,801.09,0.67,20.56,46.49,12.87,8.41,13.89,3.2
1706432400,1,847.82,0.57,22.62,42.56,13.11,8.26,13.68,3.26
1706436000,3,3578.19,34.42,52.78,5.63,26.46,37.2,53.84,9.5
1706439600,5,8544.92,134.11,54.84,0.11,46.73,101.82,139.17,16.72
1706443200,5,11642.46,193.12,56.89,0,57.7,173.79,236.26,27.11
1706446800,5,13885.5,232.46,61.01,0,70.57,263.83,361.67,47.62
1706450400,5,15808.11,264.64,60.32,0,78.2,356.67,494.55,64.85
1706454000,5,16662.6,278.95,58.95,0,83.92,434.84,606.24,81.06
1706457600,5,17303.47,293.25,58.95,0,82.02,482.69,665.26,81.06
1706461200,5,17517.09,303.98,56.89,0,65.8,484.62,650.42,53.7
1706464800,5,16235.35,286.1,55.52,0,51.98,459.17,602.64,32.17
1706468400,5,11428.83,196.7,54.15,0,41.48,345.26,451.52,20.27
1706472000,5,6675.72,103.71,51.41,0,33.86,225.82,294.85,14.69
1706475600,5,3685,44.7,49.35,0,27.42,145.76,183.6,9.37
1706479200,5,2002.72,15.2,45.24,0.02,24.8,87.28,105.3,5.57
1706482800,5,2082.82,17.43,40.1,0.01,25.27,81.78,100.46,6.71
1706486400,5,4112.24,55.43,39.07,0,35.76,122.6,157.56,15.2
1706490000,5,7904.05,134.11,43.87,0.07,53.41,187.06,240.63,22.29
1706493600,5,9719.85,171.66,48.67,0.32,60.08,210.14,270.69,21.79
1706497200,5,8651.73,150.2,56.21,1.07,58.17,191.57,248.86,20.01
1706500800,5,4486.08,61.69,64.43,4.02,44.35,102.81,136.38,12.54
1706504400,4,2883.91,24.81,67.86,9.39,39.1,67.23,92.7,10.13
1706508000,3,2082.82,10.28,61.69,19.31,35.76,46.34,65.34,8.36
1706511600,2,1375.2,2.85,41.81,31.47,25.03,24.74,36.72,6.02
1706515200,2,1174.93,1.01,34.96,29.68,20.27,16.63,26.38,5.45
1706518800,2,1228.33,0.68,37.36,23.96,20.03,15.32,24.72,5.57
1706522400,3,3578.19,34.42,57.58,2.01,32.9,40.34,59.52,11.65
1706526000,5,7263.18,108.18,58.95,0.12,50.07,89.73,125.65,17.23
1706529600,5,8972.17,141.26,64.43,0,56.74,141.96,196.95,21.53
1706533200,5,11428.83,178.81,73.34,0,63.9,238.28,324.93,33.44
1706536800,5,13885.5,218.15,74.03,0,65.8,352.46,475.42,40.53
1706540400,5,14739.99,228.88,70.6,0,61.99,430.24,581.14,45.09
1706544000,5,14526.37,225.31,65.12,0,59.6,445.08,612.74,43.57
1706547600,5,12924.19,207.42,58.95,0,50.54,390.07,546.55,31.16
1706551200,5,10787.96,173.45,51.41,0,41.01,336.08,475.8,25.84
1706554800,5,8010.86,121.59,42.16,0,30.52,274.97,396.06,22.04
1706558400,5,5607.6,76,33.59,0,20.74,215.84,306.19,16.21
1706562000,5,4058.84,48.73,28.1,0,15.74,169.56,232.9,12.41
1706565600,5,3070.83,34.42,25.02,0,13.95,128,168.05,9.12
1706569200,5,2696.99,31.29,22.62,0,15.02,96.11,123.36,7.92
1706572800,5,3471.37,50.51,24.33,0.02,23.6,90.99,120.34,11.27
1706576400,4,2696.99,45.15,26.05,0.12,26.7,54.16,72.56,8.23
1706580000,4,2750.4,48.28,30.5,0.27,31.47,51.62,70.25,8.49
1706583600,3,2216.34,36.66,35.99,0.51,32.9,47.76,66.17,7.85
1706587200,3,1361.85,9.16,40.44,5.99,23.84,29.95,42.56,5.57
1706590800,2,1081.47,1.98,33.59,22.71,19.79,19.98,29.48,5.13
1706594400,2,1041.41,1.55,30.16,32.19,19.55,16,24.49,5
1706598000,2,1028.06,2.79,26.05,43.63,17.88,14.12,22.42,4.88
1706601600,2,1014.71,1.93,28.1,39.7,18.12,12.89,21.01,4.75
1706605200,2,1068.12,1.47,32.22,30.76,20.03,12.15,19.95,4.69
1706608800,2,2029.42,10.51,50.04,6.17,30.04,21.9,33.71,7.54
1706612400,3,3471.37,40.68,47.3,0.11,37.67,40.4,59.99,10.89
1706616000,4,4005.43,53.64,45.24,0,37.67,59.12,87.7,12.79
1706619600,5,5073.55,71.53,47.98,0,41.48,96.51,138.52,15.96
1706623200,5,6515.5,94.77,51.41,0,45.3,147.88,207.56,20.52
1706626800,5,7476.81,108.18,54.15,0,48.64,193.66,270.08,26.85
1706630400,5,7690.43,112.65,54.15,0,48.16,207.7,285.04,26.6
1706634000,5,6301.88,92.98,52.09,0,37.67,168.54,225.86,15.2
1706637600,5,4486.08,60.8,50.04,0,28.13,128.12,169.59,9.12
1706641200,5,2964.02,32.19,48.67,0,21.7,101.68,131.28,6.59
1706644800,5,2243.04,16.99,46.61,0,18.12,89.58,112.42,6.27
1706648400,5,1922.61,11.18,43.53,0.03,16.93,83.54,103.11,6.71
1706652000,5,1922.61,12.29,40.1,0.02,17.88,80.65,99.52,7.22
1706655600,5,2243.04,21.46,35.64,0,20.27,83.46,104.19,8.23
1706659200,5,3952.03,57.22,33.59,0.13,30.28,113.06,145.2,14.19
1706662800,5,7156.37,125.17,38.39,0.35,47.21,155.06,202.56,20.01
1706666400,5,8865.36,166.3,47.3,0.88,57.22,173.71,231.93,22.04
1706670000,5,8544.92,144.84,65.8,2.5,55.79,173.38,234.86,23.81
1706673600,4,2643.59,20.34,61.69,9.48,30.52,58.07,79.97,8.49
1706677200,3,1548.77,4.08,50.04,22.35,27.18,35.76,49.41,6.4
1706680800,3,1348.5,1.82,45.93,30.4,28.13,27.7,38.82,5.7
1706684400,2,1295.09,1.3,43.18,32.19,27.42,22.52,32.83,5.51
1706688000,2,1348.5,1.44,43.87,29.33,26.46,20.94,31.49,5.89
1706691600,2,1508.71,1.69,47.3,24.32,25.75,21.42,32.31,6.4
1706695200,3,3257.75,23.02,67.86,5.05,34.33,40.97,58.49,10.64
1706698800,5,6408.69,81.36,75.4,0.23,49.11,84.89,118.48,16.21
1706702400,5,8010.86,108.18,82.94,0,55.31,135.43,188.57,21.79
1706706000,5,8651.73,116.23,89.11,0,57.7,187.62,264.03,29.13
1706709600,5,8544.92,111.76,85.68,0,52.93,218.32,316.14,28.88
1706713200,5,7690.43,96.56,73.34,0,43.87,223.49,336.2,25.84
1706716800,5,6515.5,77.78,61.01,0,35.29,196.81,306.72,19.76
1706720400,5,4859.92,52.75,52.09,0,25.75,143.98,229.67,11.53
1706724000,5,3097.53,23.47,45.93,0.02,18.6,98.78,155.14,7.79
1706727600,4,1922.61,6.03,37.36,0.54,13.95,71.5,107.37,6.4
1706731200,4,1628.88,4.02,29.82,0.67,11.92,64.24,94.98,6.59
1706734800,4,1615.52,5.92,25.36,0.18,11.56,63.6,94.81,7.28
1706738400,4,1735.69,11.18,22.62,0.02,12.76,63.98,95.65,7.92
1706742000,4,2029.42,20.56,20.56,0,15.5,63.75,95.42,8.87
1706745600,5,3150.94,46.04,20.73,0.07,24.8,76.79,114.99,13.55
1706749200,5,4699.71,82.25,24.33,0.26,36.72,88.59,128.66,16.72
1706752800,5,5287.17,97.45,28.45,0.53,41.96,95.32,137.72,19
1706756400,5,4486.08,81.36,32.9,1.23,41.01,86.32,127.8,19.76
1706760000,3,1789.09,23.47,26.05,3.44,21.22,30.91,49.57,8.99
1706763600,2,1214.98,10.17,28.45,9.83,19.55,20.71,33.79,6.59
1706767200,2,1148.22,6.82,32.22,20.92,23.37,21.39,32.88,5.64
