dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
1715680800,5,8544.92,139.47,64.43,0.01,60.56,102.48,140.48,20.01
1715684400,5,21148.68,396.97,78.14,0,100.14,275.97,359.14,31.41
1715688000,5,31616.21,607.97,93.22,0,123.98,492.24,622.87,50.16
1715691600,5,37170.41,715.26,108.3,0,146.87,713.88,902.22,88.16
1715695200,5,37597.66,715.26,111.04,0,135.42,858.18,1094.93,93.22
1715698800,5,35888.67,665.19,104.19,0,115.39,937.36,1209.48,82.08
1715702400,5,32897.95,607.97,94.59,0,94.41,937.96,1221.24,63.84
1715706000,5,27343.75,507.83,78.14,0,69.62,806.39,1059.87,39.52
1715709600,5,19653.32,357.63,59.63,0,46.73,608.8,819.41,27.36
1715713200,5,12710.57,223.52,49.35,0,32.9,422.78,583.09,22.55
1715716800,5,8651.73,137.69,45.24,0,26.94,309.16,434.09,21.53
1715720400,5,6195.07,86.72,43.53,0,24.32,240.05,342.65,21.03
1715724000,5,4913.33,59.9,43.18,0,24.32,196.82,276.14,21.53
1715727600,5,4806.52,58.11,43.87,0,27.42,184.09,250.35,21.79
1715731200,5,7156.37,101.03,49.35,0.05,41.96,226.95,300.65,28.12
1715734800,5,10787.96,171.66,61.01,0.2,61.99,273.07,359.8,32.42
1715738400,5,13137.82,209.21,74.03,0.29,75.34,295.42,391.47,38.5
1715742000,5,11108.4,151.99,94.59,0.96,70.57,255.93,338.95,42.05
1715745600,4,2857.21,5.48,72.66,40.41,28.37,70.71,92.21,14.31
1715749200,3,1895.9,1.55,47.98,65.09,21.93,45.83,61.28,11.02
1715752800,3,1682.28,1.2,43.18,67.95,21.7,39.23,54.21,10.13
1715756400,3,1668.93,1.48,45.93,62.23,24.08,36.06,50.47,9.88
1715760000,3,1762.39,2.26,50.72,60.8,27.66,38.87,53.77,10.26
1715763600,3,1869.2,2.12,53.47,63.66,28.85,44.28,59.63,10.26
1715767200,5,7904.05,76,112.41,6.26,55.79,118.91,160.35,25.33
1715770800,5,17089.84,261.07,115.16,0.07,90.6,245.71,327.42,41.54
1715774400,5,22644.04,375.51,119.27,0,107.77,377.28,502.89,56.24
1715778000,5,26275.63,436.31,128.87,0,118.26,532.81,708.7,74.98
1715781600,5,29479.98,486.37,135.72,0,112.53,697.83,910.87,72.96
1715785200,5,29907.23,472.07,148.06,0,98.23,793.24,1013.55,61.3
1715788800,5,26062.01,386.24,154.91,0,82.02,732.92,925.1,47.62
1715792400,5,22216.8,311.14,145.32,0,67.71,636.6,808.18,37.49
1715796000,5,17303.47,228.88,124.75,0,55.79,532.34,688.97,35.97
1715799600,5,13671.88,169.87,105.56,0,50.07,462.45,615.34,42.56
1715803200,5,11322.02,134.11,90.48,0,48.16,423.18,574.2,50.16
1715806800,5,9506.23,109.08,79.51,0,48.16,393,536.59,56.74
1715810400,5,8117.68,89.41,69.92,0,48.16,353.18,483.73,59.78
1715814000,5,8117.68,93.88,63.06,0,49.11,341.9,463.14,58.77
1715817600,5,11962.89,169.87,65.12,0.12,70.57,423.8,563.64,70.93
1715821200,5,18585.21,296.83,83.63,0.69,97.27,526.09,688.27,66.88
1715824800,5,22644.04,346.9,132.98,1.86,104.9,581.72,749.5,54.72
1715828400,5,21148.68,243.19,230.31,6.44,102.04,575.66,728.58,50.66
1715832000,5,5126.95,11.4,134.35,51.5,50.07,158.92,196.83,17.99
1715835600,5,3471.37,1.9,91.85,75.1,38.62,104.76,131.47,15.45
1715839200,5,2750.4,0.38,71.29,87.26,35.29,88.56,112.35,14.19
1715842800,4,2162.93,0.22,58.26,85.83,31.47,69.83,89.58,12.29
1715846400,4,1949.31,0.68,56.21,78.68,30.52,59.51,76.78,11.27
1715850000,4,2002.72,0.81,59.63,71.53,30.99,57.03,72.97,11.15
1715853600,5,4486.08,15.2,117.9,17.17,48.16,86.41,110.35,17.23
1715857200,5,9719.85,99.24,164.51,0.04,79.15,164.72,206.6,24.07
1715860800,5,11856.08,130.53,202.89,0,85.83,246.95,304.74,22.8
1715864400,5,11535.64,118.02,202.89,0,73.43,301.56,369.76,22.04
1715868000,5,10253.91,102.82,161.77,0,56.74,308.79,382.46,20.27
1715871600,5,8758.54,83.15,113.79,0,45.3,279.58,355.06,19.76
1715875200,5,7476.81,70.63,80.88,0,36.72,231.95,310.2,17.99
1715878800,5,5714.42,52.3,60.32,0,27.18,163.42,232.36,11.4
1715882400,5,4058.84,29.95,47.3,0,19.31,112.56,168,8.49
1715886000,5,3231.05,19,36.67,0,14.9,97.2,147.99,8.11
1715889600,5,3017.43,18.1,28.1,0,13.47,102.61,157.6,9.63
1715893200,5,3044.13,19.45,25.36,0,14.19,112.8,173.4,11.91
1715896800,5,3337.86,25.7,26.05,0,17.4,125.28,187.75,14.57
1715900400,5,4272.46,43.36,28.79,0,22.89,145.12,211.32,18.49
1715904000,5,8438.11,119.81,38.04,0.29,45.3,228.99,323.14,34.45
1715907600,5,17303.47,282.53,66.49,0.68,82.97,379.25,515.31,46.1
1715911200,5,23925.78,364.78,141.2,3.22,100.14,509.68,671.83,49.14
1715914800,5,24566.65,180.6,367.4,43.99,98.23,640.52,806.42,51.68
1715918400,5,4806.52,7.38,104.19,200.27,45.78,182.01,217.06,13.55
1715922000,5,3070.83,2.15,52.09,257.49,33.86,147.83,171.92,12.03
1715925600,5,2696.99,1.19,40.44,271.8,31.95,146.43,169.58,12.16
1715929200,5,2510.07,1.06,42.16,266.08,34.33,143.33,166.73,11.78
1715932800,5,2376.56,1.16,47.3,251.77,36.72,137.33,159.59,11.15
1715936400,5,2216.34,1.16,54.15,205.99,36.72,116.87,136.83,10.39
1715940000,5,8972.17,42.92,183.7,37.19,64.85,191.42,239.24,25.84
1715943600,5,19012.45,232.46,183.7,0.16,99.18,318.51,408.87,42.05
1715947200,5,24353.03,364.78,149.43,0,110.63,429.36,560.82,54.72
1715950800,5,25634.77,400.54,137.09,0,112.53,523.79,692.5,68.9
1715954400,5,24566.65,371.93,131.61,0,105.86,587.93,782.68,77.01
1715958000,5,24139.4,354.05,131.61,0,103,658.11,877.09,86.13
1715961600,5,23925.78,346.9,130.24,0,97.27,702.59,930.9,80.05
1715965200,5,24780.27,361.2,126.12,0,79.15,738.49,964.9,51.17
1715968800,5,24780.27,357.63,120.64,0,52.93,768.83,993.25,27.61
1715972400,5,24139.4,346.9,106.93,0,34.81,794.9,1022.88,16.97
1715976000,5,22644.04,318.29,93.22,0,25.03,777.56,996.08,13.43
1715979600,5,19226.07,253.92,80.2,0,19.79,694.49,886.85,11.91
1715983200,5,15167.24,171.66,71.29,0,18.36,570.81,722.14,11.78
1715986800,5,12603.76,123.38,66.49,0,21.22,499.46,622.82,14.44
1715990400,5,13671.88,139.47,71.29,0.26,38.15,529.25,654.47,26.85
1715994000,5,17944.34,212.79,106.93,2.64,64.85,601.12,741.26,36.98
1715997600,5,21148.68,171.66,244.02,18.24,78.2,677.81,825.47,40.02
1716001200,5,20080.57,29.95,337.24,203.13,76.29,788.44,926.87,35.97
1716004800,5,3471.37,2.91,52.78,231.74,31.47,164.89,192.65,12.16
1716008400,5,1976.01,1.38,23.99,240.33,22.17,111.43,129.68,10.26
1716012000,5,1668.93,1.12,18.85,240.33,19.79,107.1,124.81,9.88
1716015600,5,1655.58,1.13,21.08,248.91,21.7,114.61,133.73,10.13
1716019200,5,1708.98,1.2,28.1,248.91,26.46,123.98,143.89,10.26
1716022800,5,1615.52,1.19,34.96,203.13,26.46,105.17,122.89,9.63
1716026400,5,5073.55,12.85,122.01,55.79,41.48,123.66,153.09,18.24
1716030000,5,11215.21,109.08,143.95,0.22,66.76,188.65,241.13,31.41
1716033600,5,15380.86,200.27,132.98,0,79.15,270.33,352.8,43.57
1716037200,5,18371.58,250.34,137.09,0,84.88,379,499.75,54.72
1716040800,5,20721.44,286.1,138.46,0,80.11,500.87,658.83,54.21
1716044400,5,23284.91,321.87,137.09,0,74.39,633.36,832.11,49.14
1716048000,5,23925.78,329.02,138.46,0,63.9,702.72,910.44,37.49
1716051600,5,22644.04,307.56,132.98,0,49.59,687.86,874.78,24.07
1716055200,5,19226.07,246.76,122.01,0,37.19,623.89,782.64,18.75
1716058800,5,14526.37,157.36,111.04,0,29.33,525.86,665.87,19.25
1716062400,5,10787.96,90.3,101.45,0,25.51,442.98,568.03,22.29
1716066000,5,8544.92,53.64,97.33,0,24.32,398.18,512.97,26.6
1716069600,5,7690.43,40.68,97.33,0,25.27,373.45,475.19,31.66
1716073200,5,7797.24,45.6,91.85,0,27.66,368.51,462.78,33.94
1716076800,5,10574.34,100.14,87.74,0.44,42.44,431.52,544.41,42.05
1716080400,5,17517.09,216.36,116.53,2.48,69.62,563.21,708.71,47.12
1716084000,5,23284.91,257.49,211.12,5.59,84.88,692.64,854.92,52.18
1716087600,5,24566.65,175.24,334.5,7.87,86.78,760.22,916.95,55.22
1716091200,5,3898.62,3.74,101.45,72.24,40.53,140.93,169.44,14.19
1716094800,5,2777.1,3.46,66.49,117.3,38.15,107.41,129.75,12.79
1716098400,5,2616.88,2.91,56.89,177.38,41.01,121.24,144.03,11.78
1716102000,5,2456.67,1.82,52.09,228.88,43.87,140.22,162.79,10.26
1716105600,5,2323.15,1.05,54.84,228.88,45.78,145.85,166.83,8.87
1716109200,5,2216.34,0.53,60.32,185.97,44.82,127.06,145.52,9.12
1716112800,5,7049.56,22.8,167.25,35.76,62.94,175.14,209.31,19.51
1716116400,5,16235.35,177.03,197.41,0.03,92.51,299.44,363.44,33.44
1716120000,5,23498.54,311.14,202.89,0,110.63,452.91,550.36,49.14
1716123600,5,25421.14,329.02,216.6,0,110.63,567.62,689.18,61.81
1716127200,5,22003.17,253.92,216.6,0,86.78,571,694.34,49.14
1716130800,5,17517.09,164.51,205.64,0,68.66,523.7,640.46,36.98
1716134400,5,13351.44,104.61,174.11,0,54.84,439.28,545.77,25.84
1716138000,5,10574.34,78.68,134.35,0,40.53,355.03,451.27,16.97
1716141600,5,8117.68,57.22,97.33,0,30.99,281.67,367.66,15.58
1716145200,5,6675.72,45.15,76.77,0,27.66,257.46,344.37,19
1716148800,5,6355.29,42.47,69.23,0,29.8,276.06,372.26,28.12
1716152400,5,6408.69,42.47,69.23,0,35.29,308.18,414.6,41.54
1716156000,5,6675.72,44.7,73.34,0,41.48,340.79,451.84,52.18
1716159600,5,7690.43,56.77,74.71,0,43.87,385.69,500.44,50.66
1716163200,5,11215.21,116.23,79.51,0.37,58.17,487.76,627.64,54.72
1716166800,5,17089.84,207.42,117.9,2.41,82.97,592.87,753.25,50.66
1716170400,5,20935.06,211,219.35,6.26,95.37,684.26,852.1,47.62
1716174000,5,21148.68,107.29,345.47,10.28,101.09,752.95,920.8,53.7
1716177600,5,3738.4,1.41,98.71,65.8,44.35,131.75,161.48,16.47
1716181200,4,2216.34,1.22,50.04,95.84,27.18,72.58,90.64,12.54
1716184800,4,1842.5,1.22,39.07,123.02,25.27,67.58,84.89,11.27
1716188400,4,1588.82,1.02,37.7,133.04,25.75,62.39,78.19,10.13
1716192000,4,1455.31,0.69,41.13,114.44,26.94,53.5,67.63,9.5
1716195600,3,1428.6,0.29,45.24,87.26,27.89,44.12,56.78,8.87
1716199200,3,2216.34,0.18,75.4,44.35,36.24,48.85,63.57,11.15
1716202800,5,4272.46,14.53,126.12,1.99,53.41,80.07,104.43,17.23
1716206400,5,6141.66,30.4,156.28,0,63.9,152.61,196.1,21.53
1716210000,5,10574.34,86.72,174.11,0,71.53,308.98,406.6,34.45
1716213600,5,14526.37,150.2,156.28,0,70.57,457.13,623.38,40.53
1716217200,5,14953.61,168.09,117.9,0,61.04,518.93,735.29,39.01
1716220800,5,14099.12,169.87,87.74,0,52.93,504.48,741.23,34.96
1716224400,5,12603.76,159.14,71.97,0,43.87,438.06,659.86,27.36
1716228000,5,10787.96,134.11,62.38,0,37.19,388.5,589.8,27.61
1716231600,5,8544.92,96.56,54.15,0,30.99,341.72,526.23,30.65
1716235200,5,6622.31,65.27,44.55,0,24.08,297.69,469.16,28.37
1716238800,5,5447.39,46.49,37.7,0,20.03,269.54,427.95,24.57
1716242400,5,5126.95,42.92,34.62,0,19.31,259.84,394.03,20.52
1716246000,5,5554.2,53.2,35.3,0,22.41,261.02,375.65,19.51
1716249600,5,8438.11,108.18,43.87,0.2,39.58,307.71,428.85,28.63
1716253200,5,14099.12,214.58,65.12,0.2,67.71,381.01,518.93,35.97
1716256800,5,19012.45,303.98,87.74,0.34,85.83,454.61,613.03,45.6
1716260400,5,20935.06,329.02,115.16,0.63,93.46,495.15,662.89,58.26
1716264000,5,4165.65,13.75,113.79,12.87,51.98,142.31,178.29,12.92
1716267600,5,2777.1,0.13,95.96,33.62,55.79,101.24,126.69,11.27
1716271200,5,2750.4,0.16,101.45,45.42,66.76,106.19,132.76,11.27
1716274800,5,2696.99,1.63,106.93,68.66,76.29,122.72,150.23,9.88
1716278400,5,2696.99,2.74,112.41,94.41,80.11,142.64,169.73,8.11
1716282000,5,2803.8,2.01,119.27,107.29,80.11,158.02,185.41,7.16
1716285600,5,8224.49,35.76,213.86,21.99,93.46,250.8,300.84,19.76
1716289200,5,18371.58,198.48,254.99,0.08,127.79,419.53,510.59,42.05
1716292800,5,24993.9,321.87,271.44,0,173.57,587.48,722.28,80.05
1716296400,5,28625.49,364.78,315.31,0,217.44,754.99,934.43,131.73
1716300000,5,29479.98,371.93,342.73,0,232.7,892.43,1103.46,164.15
1716303600,5,29479.98,361.2,342.73,0,219.35,989.88,1232.51,170.23
1716307200,5,29907.23,364.78,320.79,0,190.73,1055.97,1324.61,156.04
1716310800,5,29052.73,350.48,285.15,0,146.87,1038.08,1302.93,111.46
1716314400,5,24993.9,286.1,235.8,0,96.32,937.35,1179.78,69.92
1716318000,5,20507.81,219.94,189.19,0,64.85,821.49,1037.81,50.66
1716321600,5,17303.47,177.03,156.28,0,54.36,734.92,936.32,51.17
1716325200,5,14739.99,146.63,134.35,0,52.93,673.39,865.48,58.77
1716328800,5,12710.57,126.96,117.9,0,52.45,602.49,772.21,60.29
1716332400,5,11962.89,126.96,101.45,0,50.07,559.2,706.54,51.17
1716336000,5,14526.37,184.18,98.71,0.07,62.94,594.58,745.61,50.16
1716339600,5,19226.07,289.68,111.04,0.11,83.92,635.29,786.32,44.08
1716343200,5,24353.03,389.81,131.61,0.26,98.23,697.67,850.55,43.57
1716346800,5,25207.52,386.24,165.88,0.76,97.27,718.69,866.02,47.62
1716350400,5,4592.9,33.08,141.2,0.77,61.99,163.53,195.06,11.78
1716354000,5,2830.51,13.3,130.24,0.38,64.85,100.51,122.96,9.75
1716357600,5,2536.77,16.99,119.27,0.4,69.62,84.48,104.41,9.25
1716361200,4,2162.93,10.84,105.56,0.71,62.94,66.42,82.87,7.92
1716364800,4,1815.8,2.46,87.74,5.81,49.11,50.65,63.93,6.9
1716368400,3,1642.23,0.45,73.34,13.95,41.01,40.71,52.35,6.4
1716372000,4,3631.59,27.05,87.74,2.57,49.59,60.78,80.46,11.15
1716375600,5,8010.86,108.18,95.96,0.05,67.71,123.77,164.15,18.75
1716379200,5,11642.46,173.45,98.71,0,78.2,212.61,280.86,28.63
1716382800,5,15594.48,243.19,111.04,0,100.14,356.25,470.06,58.77
1716386400,5,19866.94,321.87,124.75,0,135.42,525.78,695.43,105.38
1716390000,5,23071.29,371.93,139.83,0,171.66,683.75,901.81,156.04
1716393600,5,25421.14,414.85,156.28,0,198.36,788.82,1034.8,190.5
1716397200,5,25207.52,422,157.65,0,190.73,783.64,1018.43,174.28
1716400800,5,22644.04,382.66,145.32,0,150.68,730.87,941.44,129.7
1716404400,5,19439.7,332.59,124.75,0,103,678.41,874.07,83.09
1716408000,5,17089.84,293.25,106.93,0,78.2,640.19,830.25,65.86
1716411600,5,14953.61,253.92,91.85,0,61.99,599.32,778.2,57.76
1716415200,5,13137.82,221.73,76.09,0,49.11,543.8,692.87,45.09
1716418800,5,12817.38,216.36,63.06,0,41.48,524.57,651.28,30.65
1716422400,5,14312.74,236.03,58.95,0.04,48.64,542.38,663.49,27.11
1716426000,5,10040.28,153.78,87.74,1.11,58.17,359.64,431.42,17.23
1716429600,5,9719.85,128.75,116.53,4.11,62.94,325.49,394.5,19
1716433200,5,8651.73,79.57,159.03,12.7,63.9,311.35,377.59,19.76
1716436800,5,3578.19,16.99,111.04,57.22,51.02,158.45,187.3,7.03
1716440400,5,2803.8,10.39,97.33,110.15,52.93,127.98,149.85,6.02
1716444000,5,2803.8,7.26,94.59,181.67,57.7,149.62,170.35,4.69
1716447600,5,2696.99,3.52,77.46,260.35,55.79,173.25,192.66,3.83
1716451200,5,2456.67,1.63,65.8,283.24,51.5,171.24,188.15,3.42
1716454800,5,2243.04,0.8,61.69,248.91,44.82,144.28,159.16,4.18
1716458400,5,5661.01,1.51,150.8,105.86,50.54,179.77,209.28,13.05
1716462000,5,11535.64,47.39,230.31,1.74,67.71,262.12,316.43,23.56
1716465600,5,16021.73,118.02,233.05,0,80.11,364.23,445.92,30.4
1716469200,5,17089.84,119.81,235.8,0,81.06,466.28,574.8,33.44
1716472800,5,14099.12,71.53,219.35,0,66.76,497.97,613.77,29.13
1716476400,5,10467.53,32.19,178.22,0.01,51.98,454.28,560.65,24.07
1716480000,5,7583.62,8.94,137.09,0.78,41.01,356.15,441.04,18.24
1716483600,5,6088.26,3.97,105.56,2.5,32.42,271.93,339.1,12.29
1716487200,5,4753.11,0.74,77.46,9.12,25.51,220.33,275.86,10.26
1716490800,5,4112.24,0.25,62.38,12.34,22.41,213.08,269.54,11.65
1716494400,5,4219.06,0.6,59.63,7.96,22.65,234.16,300.38,15.2
1716498000,5,4486.08,1.48,61.69,4.16,24.8,264.27,341.66,21.03
1716501600,5,5180.36,5.36,70.6,1.01,29.09,302.37,387.19,28.88
1716505200,5,6515.5,20.12,84.31,0.04,35.76,351.63,440.16,34.45
1716508800,5,11322.02,96.56,106.93,0.33,61.99,476.12,586.07,51.17
1716512400,5,18798.83,236.03,131.61,0.84,93.46,598.7,734.72,53.7
1716516000,5,22216.8,275.37,172.73,3.93,99.18,619,760.61,46.1
1716519600,5,17730.71,110.86,268.7,51.5,82.97,560.55,676.08,41.04
1716523200,5,3578.19,4.81,65.8,177.38,30.04,143.71,169.41,12.67
1716526800,5,2216.34,1.82,40.78,178.81,24.8,92.94,110.96,11.02
1716530400,4,1922.61,0.83,42.16,141.62,24.8,74.48,89.94,10.26
1716534000,4,1842.5,0.27,48.67,94.41,26.94,57.87,71.25,9.25
1716537600,3,1842.5,0.55,53.47,69.38,28.13,49.02,60.8,8.04
1716541200,3,1895.9,0.59,56.21,57.22,28.13,47.35,58.15,6.9
1716544800,5,4379.27,18.78,102.82,12.34,42.92,78.08,97.46,11.27
1716548400,5,10040.28,112.65,132.98,0.06,71.53,156.96,197.32,19.76
1716552000,5,14739.99,187.75,163.14,0,93.46,264.5,331.78,30.4
1716555600,5,17089.84,200.27,200.15,0,103,382.12,478.17,42.05
1716559200,5,18371.58,196.7,213.86,0,97.27,490.79,609.13,43.57
1716562800,5,18371.58,185.97,216.6,0,87.74,569.47,698.03,40.53
1716566400,5,17730.71,175.24,208.38,0,77.25,603.92,728.75,34.45
1716570000,5,16876.22,168.09,197.41,0,66.76,604.79,710.05,26.35
1716573600,5,14739.99,132.32,180.96,0,54.84,579.99,667.55,22.29
1716577200,5,12603.76,91.2,164.51,0,44.35,556.29,637.33,21.53
1716580800,5,11215.21,62.58,148.06,0,35.76,532.72,608.17,19.25
1716584400,5,10253.91,42.92,130.24,0,29.56,505.25,570.46,16.21
1716588000,5,9185.79,29.5,108.3,0,24.56,445.45,493.43,12.54
1716591600,5,8117.68,27.72,87.74,0,22.41,372.98,409.77,11.53
1716595200,5,8544.92,55.43,78.14,0.18,30.99,336.37,379.22,16.47
1716598800,5,9506.23,92.09,81.57,1.48,42.92,286.23,335.6,19.25
1716602400,5,9399.41,85.83,106.93,7.42,47.21,242.83,293.14,20.52
1716606000,5,7476.81,29.5,128.87,57.22,42.44,223.78,265.7,20.01
1716609600,5,2723.69,3.24,45.93,135.9,21.7,99.31,114.27,10.26
1716613200,5,1949.31,1.61,29.13,155.93,17.64,84.84,96.08,9.37
1716616800,5,1789.09,1.36,26.05,171.66,16.21,86.38,96.46,9.25
1716620400,5,1708.98,1.27,28.45,163.08,16.45,79.15,89.35,9.63
1716624000,4,1682.28,0.98,33.93,135.9,17.64,67.51,78.3,10.77
1716627600,4,1655.58,0.44,38.73,107.29,18.12,55.6,66.66,11.53
1716631200,4,2777.1,0.24,74.71,52.21,25.27,60.74,76.72,15.45
1716634800,5,4699.71,10.39,112.41,3.62,36.24,81.21,106.79,21.79
1716638400,5,5500.79,27.49,104.19,0.01,39.58,99.23,135.33,25.84
1716642000,5,5500.79,30.85,94.59,0,38.62,114.79,161.14,27.87
1716645600,5,5126.95,27.49,85.68,0.01,35.29,122.44,174.84,26.85
1716649200,5,4859.92,25.03,78.83,0.01,32.42,126.24,181.91,24.57
1716652800,5,4646.3,25.7,74.03,0.01,30.52,121.51,174.9,20.27
1716656400,5,4753.11,27.72,74.03,0,26.7,120.13,170.3,14.44
1716660000,5,4859.92,27.49,74.03,0,23.13,136.72,190.58,12.16
1716663600,5,5020.14,28.61,71.29,0,20.5,166.86,231.38,11.65
1716667200,5,5126.95,33.53,61.69,0,19.07,196.21,273.71,13.17
1716670800,5,5073.55,35.76,52.78,0,19.07,214.55,301.33,16.47
1716674400,5,5020.14,38.89,45.93,0,21.46,221.57,305.51,19.25
1716678000,5,5607.6,50.96,42.16,0,24.32,236.06,316.24,20.52
1716681600,5,8544.92,105.5,43.87,0.17,37.67,307.71,401.84,28.37
1716685200,5,13351.44,185.97,67.17,2.3,56.27,395.16,507.9,30.15
1716688800,5,16662.6,171.66,163.14,13.59,64.85,475.47,596.59,28.63
1716692400,5,16448.97,42.92,274.18,150.2,64.85,586.83,703.28,25.59
1716696000,5,4165.65,3.49,72.66,188.83,35.29,168.25,199.47,11.27
1716699600,5,2403.26,1.84,43.87,157.36,28.13,95.6,117.53,11.15
1716703200,5,1789.09,1.44,34.96,141.62,23.6,75.69,94.63,10.64
1716706800,4,1455.31,1.13,30.85,123.02,20.27,58.91,73.73,9.63
1716710400,3,1348.5,0.92,32.22,97.27,19.31,46.94,59.35,8.99
1716714000,3,1361.85,0.55,34.62,78.68,19.07,42.43,54.01,8.87
1716717600,5,4753.11,28.16,89.11,13.23,34.81,79.89,106.65,17.99
1716721200,5,10360.72,132.32,95.96,0.07,57.22,151.9,204.86,29.39
1716724800,5,13671.88,198.48,93.22,0,65.8,225.45,307.92,36.48
1716728400,5,14739.99,212.79,91.85,0,65.8,296.43,406.77,42.05
1716732000,5,13885.5,193.12,86.37,0,57.7,339.68,463.83,39.01
1716735600,5,13244.63,177.03,79.51,0,51.02,371.73,505.15,34.96
1716739200,5,12710.57,169.87,71.97,0,45.3,384.06,517.56,28.12
1716742800,5,11962.89,166.3,63.75,0,36.72,365.01,492.99,18.49
1716746400,5,10253.91,146.63,53.47,0,30.52,331.66,455.89,17.73
1716750000,5,8758.54,125.17,43.87,0,26.7,311.7,439.48,19.51
1716753600,5,7583.62,109.08,37.7,0,24.56,296.56,422.27,20.27
1716757200,5,6782.53,92.09,34.27,0,23.13,281.33,401.27,20.01
1716760800,5,6301.88,80.47,33.93,0,23.37,269.64,381.96,20.01
1716764400,5,6835.94,86.72,35.3,0,28.13,283.59,394.85,22.8
1716768000,5,11108.4,160.93,43.87,0.09,52.45,389.56,527.73,39.52
1716771600,5,18585.21,296.83,65.8,0.37,85.83,522.96,692.75,51.17
1716775200,5,22003.17,346.9,98.71,0.97,96.32,561.44,736.79,53.2
1716778800,5,18371.58,228.88,153.54,4.47,83.92,482.04,629.44,54.21
1716782400,5,3337.86,9.16,79.51,50.07,32.9,100.43,130.76,17.48
1716786000,4,1976.01,2.96,47.3,83.68,25.03,65.61,86.09,13.68
1716789600,4,1615.52,2.1,36.67,110.15,22.89,60.19,78.4,12.16
1716793200,4,1468.66,1.93,34.27,121.59,22.65,56.7,73.18,11.02
1716796800,4,1415.25,1.82,34.96,123.02,22.89,53.4,68.76,10.13
1716800400,3,1428.6,1.61,37.36,113.01,22.41,47.73,62.07,9.5
1716804000,3,1949.31,1.44,55.52,79.39,25.75,47.51,63.57,10.77
1716807600,4,2883.91,0.31,84.31,31.83,31.95,57.98,79.82,13.68
1716811200,4,3177.64,0.89,87.74,12.7,32.9,71.93,101.18,16.47
1716814800,5,4272.46,15.2,89.11,1.45,36.24,110.61,157.17,23.05
1716818400,5,5661.01,38.89,84.31,0,39.58,163.4,230.55,27.61
1716822000,5,6675.72,55.88,82.94,0,41.96,214.22,299.92,29.64
1716825600,5,7370,67.95,82.25,0,41.96,240.85,334.74,26.35
1716829200,5,6408.69,56.77,78.14,0,33.86,211.16,290.78,16.72
1716832800,5,4486.08,29.5,70.6,0,25.27,162.17,223.62,11.4
1716836400,5,3231.05,13.19,60.32,0.07,20.74,140.37,193.02,9.88
1716840000,5,2910.61,9.83,52.09,0.17,20.27,143.07,197.78,11.78
1716843600,5,2857.21,9.83,48.67,0.19,21.22,152.86,212.97,14.82
1716847200,5,3124.24,15.65,45.93,0.05,23.37,164.38,229.47,18.49
1716850800,5,4112.24,37.1,41.47,0,28.13,189.61,263.91,22.55
1716854400,5,8117.68,113.55,43.87,0.13,48.64,282.98,386.09,36.48
1716858000,5,14953.61,243.19,61.01,0.91,78.2,410.64,547.23,42.56
1716861600,5,19653.32,289.68,127.49,4.43,91.55,503.92,657.25,42.05
1716865200,5,20080.57,130.53,315.31,54.36,91.55,614.41,767.71,44.08
1716868800,5,4272.46,5.87,84.31,226.02,41.48,200.95,236.93,12.16
1716872400,5,2750.4,1.96,40.78,294.69,33.38,174.86,201.48,10.51
1716876000,5,2269.74,1.26,31.53,311.85,31.47,169.12,194.09,10.64
1716879600,5,1922.61,1.09,32.22,277.52,30.52,149.68,172.34,9.12
1716883200,5,1708.98,0.91,39.07,220.3,32.42,126.94,146.87,8.11
1716886800,5,1642.23,0.5,45.93,164.51,32.9,108.29,126.28,7.54
1716890400,5,6515.5,36.66,128.87,23.6,49.59,146.09,186.45,18.75
1716894000,5,14099.12,193.12,115.16,0.05,74.39,232.33,310.37,29.89
1716897600,5,18371.58,293.25,98.71,0,83.92,323.12,439.47,39.52
1716901200,5,20721.44,332.59,98.71,0,93.46,438.09,596.18,57.25
1716904800,5,21575.93,339.75,100.08,0,94.41,542.08,733.35,68.9
1716908400,5,22430.42,343.32,98.71,0,93.46,651.72,872.51,77.01
1716912000,5,23071.29,350.48,95.96,0,88.69,721.65,955.28,72.96
1716915600,5,22644.04,350.48,89.11,0,74.39,731.46,959.35,52.69
1716919200,5,20721.44,318.29,80.2,0,55.79,706.03,922.62,39.01
1716922800,5,18371.58,278.95,70.6,0,42.92,678.81,893.46,32.93
1716926400,5,15594.48,228.88,60.32,0,35.29,622.85,829.98,31.16
1716930000,5,12176.51,168.09,50.04,0,29.56,531.41,714.29,29.39
1716933600,5,9185.79,114.44,43.53,0,27.18,434.85,586.04,28.63
1716937200,5,8117.68,95.67,41.13,0,29.56,385.58,516.28,28.12
1716940800,5,10574.34,141.26,46.61,0.11,47.21,426.16,562.43,36.48
1716944400,5,13351.44,187.75,73.34,1.63,65.8,429.29,556.3,34.45
1716948000,5,14526.37,160.93,142.57,9.83,72.48,423.95,540.73,34.96
1716951600,5,11535.64,46.94,200.15,82.97,64.85,400.44,492.02,34.45
1716955200,5,2296.45,2.85,39.07,185.97,22.41,117.84,136.16,10.51
1716958800,5,1535.42,1.63,22.96,191.69,16.69,86.2,98.44,8.61
1716962400,5,1482.01,1.54,23.31,194.55,16.69,85.48,97.49,8.49
